Minority and Women Capital Formation Act of 1992|102|Senate|ARLEN SPECTER(R) |Read twice and referred to the Committee on Finance.|1992-07-01|NA
Designating October 1992 as "National Domestic Violence Awareness Month".|102|House|LOUISE SLAUGHTER(D) |Received in the Senate and read twice and referred to the Committee on Judiciary.|1992-06-29|NA
International Woman and Child Health Act of 1992|102|House|TIMOTHY PENNY(D) |Referred to the House Committee on Foreign Affairs.|1992-06-29|NA
To provide for a joint report by the Secretary of Health and Human Services and the Secretary of Agriculture to assist in decisions to reduce administrative duplication, promote coordination of eligibility services and remove eligibility barriers which restrict access of pregnant women, children, and families to benefits under the food stamp program and benefits under titles IV and XIX of the Social Security Act.|102|House|ROBERT TALLON(D) |Subcommittee Hearings Held.|1992-06-23|NA
Expressing the sense of the Congress that women's soccer should be a medal sport at the 1996 centennial Olympic games in Atlanta, Georgia.|102|House|JAMES MORAN(D) |Referred to the Subcommittee on Human Rights and International Organizations.|1992-06-10|NA
Women in Apprenticeship Occupations and Nontraditional Occupations Act|102|Senate|NANCY KASSEBAUM(R) |Read twice and referred to the Committee on Labor and Human Resources.|1992-06-03|NA
Designating the week beginning November 8, 1992, as "National Women Veterans Recognition Week".|102|House|MICHAEL BILIRAKIS(R) |Referred to the Subcommittee on Census and Population.|1992-06-01|NA
Child Abuse, Domestic Violence, Adoption and Family Services Act of 1992|102|Senate|CHRISTOPHER DODD(D) |Became Public Law No: 102-295.|1992-05-28|NA
To prohibit discrimination by the Armed Forces on the basis of sexual orientation.|102|House|PATRICIA SCHROEDER(D) |Referred to the Subcommittee on Military Personnel and Compensation.|1992-05-27|NA
To provide a military survivor annuity for widows of certain retirement-eligible reserve members of the uniformed services who died during the period between the establishment of the military Survivor Benefit Plan and the creation of the reserve-component annuity under that Plan.|102|House|JOHN DUNCAN(R) |Unfavorable Executive Comment Received from DOD.|1992-05-14|NA
Recognizing the commitment of Cal Farley's Boys Ranch and Girlstown U.S.A. to raising young people, many of who are from broken homes.|102|House|BILL SARPALIUS(D) |Referred to the Subcommittee on Elementary, Secondary and Vocational Education.|1992-05-12|NA
Designating May 14, 1992, as "50th Anniversary of the Women's Army Corps Recognition Day".|102|House|RALPH REGULA(R) |Referred to the Subcommittee on Census and Population.|1992-05-04|NA
Domestic Violence Identification and Treatment Act|102|House|Ron Wyden(D) |Referred to the Subcommittee on Health and the Environment.|1992-05-01|NA
Domestic Violence Prevention Act of 1991|102|House|WAYNE OWENS(D) |Referred to the Subcommittee on Crime and Criminal Justice.|1992-04-23|NA
To require the Secretary of Agriculture to include rice in the definition of supplemental foods for purposes of the special supplemental food program for women, infants, and children under section 17 of the Child Nutrition Act of 1966.|102|House|MIKE ESPY(D) |Referred to the Subcommittee on Elementary, Secondary and Vocational Education.|1992-04-16|NA
Child Abuse, Domestic Violence, Adoption and Family Services Act of 1992|102|House|MAJOR OWENS(D) |Laid on the table. See S. 838 for further action.|1992-04-07|NA
Reproductive Freedom Protection Act|102|House|NITA LOWEY(D) |Referred to the Subcommittee on Housing and Community Development.|1992-04-01|NA
A bill to amend the Child Nutrition Act of 1966 to make the special supplemental food program for women, infants, and children (WIC) and entitlement program, and for other purposes.|102|Senate|DENNIS DECONCINI(D) |Referred to Subcommittee on Nutrition and Investigations.|1992-03-18|NA
Sexual Violence and Child Abuse Victims Rights Act|102|House|F. SENSENBRENNER(R) |Referred to the Subcommittee on Intellectual Property and Judicial Administration.|1992-03-18|NA
A joint resolution to designate March 19, 1992, as "National Women in Agriculture Day".|102|Senate|ALAN DIXON(D) |Became Public Law No: 102-257.|1992-03-17|NA
Designating March 19, 1992, as "National Women in Agriculture Day".|102|House|JILL LONG(D) |See S.J.Res.176.|1992-03-17|NA
To designate March 12, 1992, as "Girl Scouts of the United States of America 80th Anniversary Day".|102|House|LOUISE SLAUGHTER(D) |Became Public Law No: 102-254.|1992-03-11|NA
Designating February 6, 1992, as "National Women and Girls in Sports Day".|102|House|Olympia Snowe(R) |Became Public Law No: 102-252.|1992-03-10|NA
Children and Pregnant Women Health Insurance Act of 1991|102|House|ROBERT MATSUI(D) |Referred to the Subcommittee on Labor-Management Relations.|1992-03-02|NA
A joint resolution to designate March 12, 1992, as "Girl Scouts of the United States of America 80th Anniversary Day".|102|Senate|NANCY KASSEBAUM(R) |Indefinitely postponed by Senate by Unanimous Consent.|1992-02-27|NA
A joint resolution designating February 6, 1992, as "National Women and Girls in Sports Day".|102|Senate|ROBERT PACKWOOD(R) |Indefinitely postponed by Senate by Unanimous Consent.|1992-02-27|NA
Designating March 2, 1992, through March 7, 1992, as "National Saleswoman Week".|102|House|NANCY JOHNSON(R) |Referred to the Subcommittee on Census and Population.|1992-02-24|NA
To prohibit grants under the community development block grant program to communities that fail to enforce laws preventing the use or threat of force against individuals for exercise of abortion rights.|102|House|NITA LOWEY(D) |Referred to the Subcommittee on Housing and Community Development.|1992-02-04|NA
To designate February 6, 1992 as "National Women in Sports Day".|102|House|Olympia Snowe(R) |Referred to the Subcommittee on Census and Population.|1992-01-30|NA
Child Abuse, Domestic Violence, Adoption and Family Services Act of 1991|102|House|MAJOR OWENS(D) |Message on Senate action sent to the House.|1992-01-28|NA
Designating October 1992 as "National Domestic Violence Awareness Month."|102|Senate|ARLEN SPECTER(R) |Read twice and referred to the Committee on Judiciary.|1992-01-27|NA
To amend section 108 of title 17, United States Code, to eliminate the library reproduction reporting requirement.|102|House|WILLIAM HUGHES(D) |Referred to Subcommittee on Patents, Copyrights and Trademarks.|1992-01-22|NA
Postreproductive Health Care Act|102|House|MARILYN LLOYD(D) |Referred to the Subcommittee on Health and the Environment.|1992-01-14|NA
Nontraditional Employment for Women Act|102|Senate|HOWARD METZENBAUM(D) |Became Public Law No: 102-235.|1991-12-12|NA
To amend the Federal charter for the Boys' Clubs of America to reflect the change of the name of the organization to the Boys & Girls Clubs of America.|102|House|SUSAN MOLINARI(R) |Became Public Law No: 102-199.|1991-12-10|NA
Women's Business Development Act of 1991|102|House|JOHN LAFALCE(D) |Became Public Law No: 102-191.|1991-12-05|NA
A resolution expressing the sense of the Senate that the President rescind Department of Defense Directive 1332.14, section H.1, which bans gay, lesbian, and bisexual Americans from serving in the Armed Forces of the United States.|102|Senate|BROCKMAN ADAMS(D) |Referred to the Committee on Armed Services.|1991-11-26|NA
Forgotten Widows and Survivor Benefits Improvements Act of 1991|102|House|DUNCAN HUNTER(R) |Executive Comment Requested from DOD.|1991-11-26|NA
Civil Rights and Women's Equity in Employment Act of 1991|102|House|JACK BROOKS(D) |Indefinitely postponed by Senate by Unanimous Consent.|1991-11-22|NA
To condition the extension of nondiscriminatory (MFN) treatment to China in 1992 upon the determination that the government of that country does not support or administer programs of coercive abortion or involuntary sterilization.|102|House|JIM MOODY(D) |See H.R.2212.|1991-11-22|NA
Expressing the sense of the House of Representatives that the President should rescind Department of Defense Directive 1332.14 section H.1, which bans gay, lesbian, and bisexual Americans from military service.|102|House|BARBARA BOXER(D) |Referred to the Subcommittee on Military Personnel and Compensation.|1991-11-14|NA
A joint resolution designating the week beginning November 10, 1991, as "National Women Veterans Recognition Week".|102|Senate|ALAN CRANSTON(D) |Became Public Law No: 102-161.|1991-11-13|NA
To authorize the conveyance to the Columbia Hospital for Women of certain parcels of land in the District of Columbia, and for other purposes.|102|House|RONALD DELLUMS(D) |Subcommittee Hearings Held.|1991-11-13|NA
Women's Business Procurement Assistance Act of 1991|102|Senate|BARBARA MIKULSKI(D) |Read twice and referred to the Committee on Small Business.|1991-11-13|NA
A joint resolution providing for the issuance of a stamp to commemorate the Women's Army Corps.|102|Senate|HARRY REID(D) |Read twice and referred to the Committee on Governmental Affairs.|1991-11-13|NA
Designating the week beginning November 10, 1991, as "National Women Veterans Recognition Week".|102|House|MICHAEL BILIRAKIS(R) |For Further Action See S.J.Res.145.|1991-11-13|NA
Urging the President to complete the review of the Convention on the Elimination of All Forms of Discrimination Against Women and to submit to the Senate reservations, understandings, and declarations necessary for the Senate to give its advice and consent to ratification.|102|House|CHRISTOPHER SMITH(R) |Referred to the Subcommittee on Human Rights and International Organizations.|1991-11-05|NA
Proposing an amendment to the Constitution of the United States to restrict the requirement of citizenship at birth by virtue of birth in the United States to persons with legal resident mothers.|102|House|ELTON GALLEGLY(R) |Referred to the Subcommittee on International Law, Immigration, and Refugees.|1991-10-30|NA
To amend the Immigration and Nationality Act to limit citizenship at birth, merely by virtue of birth in the United States, to persons with legal resident mothers.|102|House|ELTON GALLEGLY(R) |Referred to the Subcommittee on International Law, Immigration, and Refugees.|1991-10-30|NA
Violence Against Women Act of 1991|102|Senate|JOSEPH BIDEN(D) |Placed on Senate Legislative Calendar under General Orders. Calendar No. 283.|1991-10-29|NA
A bill to provide for a joint report by the Secretary of Health and Human Services and the Secretary of Agriculture to assist in decisions to reduce administrative duplication, promote coordination of eligibility services and remove eligibility barriers which restrict access of pregnant women, children, and families to benefits under the food stamp program and benefits under titles IV and XIX of the Social Security Act.|102|Senate|ERNEST HOLLINGS(D) |Read twice and referred to the Committee on Finance.|1991-10-28|NA
A resolution to condemn sexual harassment.|102|Senate|GEORGE BROWN(R) |Submitted in the Senate, considered, and agreed to without amendment by Yea-Nay Vote. 92-0. Record Vote No: 231.|1991-10-28|NA
Sexually Transmitted Diseases Amendments of 1991|102|House|HENRY WAXMAN(D) |Placed on the Union Calendar, Calendar No. 160.|1991-10-24|NA
Urging the President to complete the review of the Convention on the Elimination of All Forms of Discrimination Against Women in order that the Senate may give its advice and consent to ratification.|102|House|GUS YATRON(D) |Motion to reconsider laid on the table Agreed to without objection.|1991-10-22|NA
A resolution expressing the sense of the Senate with respect to the important contributions of the men and women in the number one industry in New York State, the agriculture industry.|102|Senate|ALFONSE D'AMATO(R) |Referred to the Committee on Agriculture.|1991-10-17|NA
To amend the Small Business Act to provide women-owned small business concerns eligibility for participation in certain programs which provide opportunities to perform Federal procurement contracts, and for other purposes.|102|House|JAN MEYERS(R) |Referred to the Subcommittee on SBA, the General Economy, and Minority Enterprise Development.|1991-10-10|NA
Women's Business Equity Act of 1991|102|House|PATRICIA SCHROEDER(D) |Referred to the House Committee on Small Business.|1991-10-09|NA
A joint resolution designating October 1991 as "National Domestic Violence Awareness Month".|102|Senate|ARLEN SPECTER(R) |Became Public Law No: 102-114.|1991-10-03|NA
Designating October 1991, as "National Domestic Violence Awareness Month".|102|House|LOUISE SLAUGHTER(D) |For Further Action See S.J.Res.73.|1991-10-03|NA
A bill granting an extension of patent to the United Daughters of the Confederacy.|102|Senate|JAMES THURMOND(R) |Referred to the Subcommittee on Intellectual Property and Judicial Administration.|1991-09-17|NA
Commission on the Assignment of Women in the Armed Forces Act of 1991|102|Senate|SAMUEL NUNN(D) |See H.R. 2100 for further action..|1991-09-11|NA
A bill to amend the Child Nutrition Act of 1966 to extend the special supplemental food program for women, infants, and children (WIC), and for other purposes.|102|Senate|Patrick Leahy(D) |Referred to Subcommittee on Nutrition and Investigations.|1991-09-10|NA
To require the regional holding companies of local telephone carriers to establish and carry out plans for procurement from businesses owned by minorities and women, and for other purposes.|102|House|CARDISS COLLINS(D) |Referred to the Subcommittee on Telecommunications and Finance.|1991-08-27|NA
To amend the Act of May 12, 1920 (41 Stat. 596), to allow the city of Pocatello, Idaho, to use certain lands for a correctional facility for women, and for other purposes.|102|House|RICHARD STALLINGS(D) |Became Public Law No: 102-87.|1991-08-14|NA
To amend the Family Violence Prevention and Services Act to provide grants to States to fund State domestic violence coalitions, and for other purposes.|102|House|GEORGE GEKAS(R) |Referred to the Subcommittee on Select Education.|1991-08-13|NA
Comprehensive Maternal and Early Childhood Health Care Act|102|Senate|EDWARD KENNEDY(D) |Committee on Labor and Human Resources. Ordered to be reported with an amendment in the nature of a substitute favorably.|1991-07-31|NA
To protect the physician-patient relationship relating to federal restrictions on abortion counseling.|102|House|TOM CAMPBELL(R) |Referred to the Subcommittee on Health and the Environment.|1991-07-26|NA
A bill to amend the Act of May 12, 1920 (41 Stat. 596), to allow the city of Pocatello, Idaho, to use certain lands for a correctional facility for women, and for other purposes.|102|Senate|LARRY CRAIG(R) |Committee on Energy and Natural Resources. H.R. 1448 ordered favorably reported in lieu of this bill.|1991-07-17|NA
Campus Sexual Assault Victims' Bill of Rights Act of 1991|102|Senate|JOSEPH BIDEN(D) |Referred to Subcommittee on Education, Arts, Humanities.|1991-07-11|NA
Campus Sexual Assault Victims' Bill of Rights Act of 1991|102|Senate|JOSEPH BIDEN(D) |Referred to Subcommittee on Education, Arts, Humanities.|1991-07-11|NA
Designating March 1991 and March 1992 both as "Women's History Month".|102|House|ROSA DELAURO(D) |Became Public Law No: 102-70.|1991-07-10|NA
A bill to amend the Family Violence Prevention and Services Act to provide grants to States to fund State domestic violence coalitions, and for other purposes.|102|Senate|HARRY REID(D) |Subcommittee on Children, Family, Drugs, Alcohol. Hearings held.|1991-07-09|NA
Older Women's Breast Cancer Prevention Act of 1991|102|House|BARBARA KENNELLY(D) |Referred to the Subcommittee on Health and the Environment.|1991-07-09|NA
Maternal and Early Childhood Health Care Act of 1991|102|House|TERRY BRUCE(D) |Referred to the Subcommittee on Health and the Environment.|1991-07-09|NA
Title X Pregnancy Counseling Act of 1991|102|House|Ron Wyden(D) |Referred to the Subcommittee on Health and the Environment.|1991-06-24|NA
Campus Sexual Assault Victims' Bill of Rights Act of 1991|102|House|JIM RAMSTAD(R) |Referred to the Subcommittee on Postsecondary Education.|1991-06-17|NA
Women and Minorities in Science and Mathematics Act of 1991|102|House|NITA LOWEY(D) |Referred to the Subcommittee on Postsecondary Education.|1991-06-17|NA
Federal Council on Women Act|102|House|BARBARA BOXER(D) |Referred to the Subcommittee on Legislation and National Security.|1991-06-11|NA
Women's Equity in Employment Act of 1991|102|House|CRAIG WASHINGTON(D) |Referred to the Subcommittee on Civil and Constitutional Rights.|1991-06-07|NA
Adoption Assistance and Maternal Certificates Act|102|Senate|THOMAS GORTON(R) |Read twice and referred to the Committee on Labor and Human Resources.|1991-06-04|NA
Older Women's Breast Cancer Prevention Act of 1991|102|House|BARBARA KENNELLY(D) |Referred to the Subcommittee on Health and the Environment.|1991-05-24|NA
International Population Stabilization and Reproductive Choice Act of 1991|102|Senate|TIMOTHY WIRTH(D) |Read twice and referred to the Committee on Foreign Relations.|1991-05-24|NA
Women's Business Equity Act|102|House|SILVIO CONTE(R) |Referred to the Subcommittee on SBA, the General Economy, and Minority Enterprise Development.|1991-05-23|NA
Women's Business Equity Act|102|House|SILVIO CONTE(R) |Referred to the Subcommittee on SBA, the General Economy, and Minority Enterprise Development.|1991-05-23|NA
Health Insurance for Children and Mothers Act of 1991|102|House|PETE STARK(D) |Referred to the Subcommittee on Health.|1991-05-22|NA
Women's Reproductive Health and Medicine Act of 1991|102|House|STENY HOYER(D) |Referred to the Subcommittee on Health and the Environment.|1991-05-20|NA
A bill to amend title 10, United States Code, to authorize the Secretaries of the military departments to precribe the conditions under which female members of the Armed Forces may be assigned to duty in aircraft that are engaged in combat missions.|102|Senate|WILLIAM ROTH(R) |Read twice and referred to the Committee on Armed Services.|1991-05-15|NA
To recognize the organization known as the National Association of Women Veterans, Incorporated.|102|House|BEN JONES(D) |Referred to the Subcommittee on Administrative Law and Governmental Relations.|1991-05-13|NA
Women in Development Act of 1991|102|Senate|BARBARA MIKULSKI(D) |Read twice and referred to the Committee on Foreign Relations.|1991-05-07|NA
Consolidated Maternal and Child Health Services Act of 1991|102|House|THOMAS BLILEY(R) |Referred to the Subcommittee on Health and the Environment.|1991-05-06|NA
A bill to amend the Public Health Service Act to establish a demonstration program to allow drug-addicted mothers to reside in drug abuse treatment facilities with their children, and to offer such mothers new behavior and education skills which can help prevent substance abuse in subsequent generations, and for other purposes.|102|Senate|DENNIS DECONCINI(D) |Read twice and referred to the Committee on Labor and Human Resources.|1991-04-18|NA
Proposing an amendment to the Constitution of the United States to protect unborn children and other persons.|102|House|MARTIN RUSSO(D) |Referred to the Subcommittee on Civil and Constitutional Rights.|1991-04-16|NA
Proposing an amendment to the Constitution of the United States relative to equal rights for men and women.|102|House|DON EDWARDS(D) |Referred to the Subcommittee on Civil and Constitutional Rights.|1991-04-16|NA
Reproductive Health Equity Act|102|House|S. GREEN(R) |Referred to the Subcommittee on Civil and Constitutional Rights.|1991-04-16|NA
Women's Health Equity Act of 1991|102|House|PATRICIA SCHROEDER(D) |Subcommittee Hearings Held.|1991-04-16|NA
A joint resolution to designate the month of March, 1991 and the month of March, 1992, as "Women's History Month".|102|Senate|ORRIN HATCH(R) |Referred to the Subcommittee on Census and Population.|1991-04-15|NA
A resolution commending the University of Tennessee Women's Basketball Team on their third NCAA title.|102|Senate|JAMES SASSER(D) |Resolution agreed to in Senate without amendment and with a preamble by Voice Vote.|1991-04-11|NA
Mickey Leland Adolescent Pregnancy Prevention and Parenthood Act of 1991|102|House|NANCY JOHNSON(R) |Referred to the Subcommittee on Health and the Environment.|1991-03-28|NA
A bill to amend the Federal charter for the Boys' Clubs of America to reflect the change of the name of the organization to the Boys & Girls Clubs of America.|102|Senate|JAMES THURMOND(R) |Message on Senate action sent to the House.|1991-03-21|NA
To amend title XVIII of the Social Security Act to provide for coverage of annual screening mammography under part B of the medicare program for women 65 years of age or older.|102|House|BARBARA VUCANOVICH(R) |Referred to the Subcommittee on Health and the Environment.|1991-03-18|NA
Women's Health and Mental Health Research Act|102|House|Olympia Snowe(R) |Referred to the Subcommittee on Health and the Environment.|1991-03-18|NA
Women's Health Research Act|102|House|Olympia Snowe(R) |Referred to the Subcommittee on Health and the Environment.|1991-03-18|NA
Domestic Violence Housing Act|102|House|CONSTANCE MORELLA(R) |Referred to the Subcommittee on Housing and Community Development.|1991-03-15|NA
To provide for the designation of September 1, 1991, as "Working Mothers' Day".|102|House|CARDISS COLLINS(D) |Referred to the Subcommittee on Census and Population.|1991-03-13|NA
Commending women serving in the United States Armed Forces with special recognition of those servicewomen in the Persian Gulf region.|102|House|CHARLES RANGEL(D) |Referred to the Subcommittee on Military Personnel and Compensation.|1991-03-12|NA
Women's Health Care Coverage Expansion Act of 1991|102|House|PATRICIA SCHROEDER(D) |Referred to the Subcommittee on Health and the Environment.|1991-03-11|NA
Medicaid Women's Basic Health Coverage Act of 1991|102|House|CARDISS COLLINS(D) |Referred to the Subcommittee on Health and the Environment.|1991-03-11|NA
Women in Development Act of 1991|102|House|Olympia Snowe(R) |Referred to the House Committee on Foreign Affairs.|1991-03-07|NA
Reproductive Health Equity Act|102|Senate|ALAN CRANSTON(D) |Read twice and referred to the Committee on Finance.|1991-03-05|NA
Women and AIDS Research Initiative Amendments of 1991|102|House|CONSTANCE MORELLA(R) |Referred to the Subcommittee on Health and the Environment.|1991-03-01|NA
Women and AIDS Outreach and Prevention Act|102|House|CONSTANCE MORELLA(R) |Referred to the Subcommittee on Health and the Environment.|1991-03-01|NA
Women and Alcohol Research Equity Act of 1991|102|House|MARY OAKAR(D) |Referred to the Subcommittee on Health and the Environment.|1991-03-01|NA
Women's Health Equity Act of 1991|102|Senate|BARBARA MIKULSKI(D) |Read twice and referred to the Committee on Labor and Human Resources.|1991-02-27|NA
Nontraditional Employment for Women Act|102|House|GEORGE MILLER(D) |Referred to the Subcommittee on Employment Opportunities.|1991-02-22|NA
Women's Equal Opportunity Act of 1991|102|Senate|ROBERT DOLE(R) |Read twice and referred to the Committee on Judiciary.|1991-02-21|NA
Equal Justice for Women in the Courts Act of 1991|102|Senate|PAUL SIMON(D) |Referred to Subcommittee on Courts and Administrative Practice.|1991-02-20|NA
To designate February 7, 1991, as "National Girls and Women in Sports Day".|102|House|Olympia Snowe(R) |Became Public Law No: 102-5.|1991-02-15|NA
A bill to amend the Public Health Service Act to establish an Office of the Associate Director for Special Populations to place emphasis on needs of women and minorities for the prevention and treatment of alcoholism and alcohol abuse and related problems, and for other purposes.|102|Senate|DANIEL INOUYE(D) |Committee on Labor and Human Resources requested executive comment from Department of Health and Human Services.|1991-02-14|NA
Title X Pregnancy Counseling Act of 1990|102|House|JOHN PORTER(R) |Referred to the Subcommittee on Health and the Environment.|1991-02-11|NA
To prohibit the use of Federal funds for abortions except where the life of the mother would be endangered.|102|House|BILL EMERSON(R) |Referred to the Subcommittee on Health and the Environment.|1991-02-11|NA
A joint resolution to designate February 7, 1991, as "National Women and Girls in Sports Day".|102|Senate|ROBERT PACKWOOD(R) |Indefinitely postponed by Senate by Unanimous Consent.|1991-02-06|NA
A joint resolution proposing an amendment to the Constitution of the United States for the protection of unborn children and other persons.|102|Senate|EDWIN GARN(R) |Referred to Subcommittee on Constitution.|1991-01-24|NA
A joint resolution proposing an amendment to the Constitution of the United States relative to equal rights for women and men.|102|Senate|EDWARD KENNEDY(D) |Referred to Subcommittee on Constitution.|1991-01-24|NA
To amend title II of the Social Security Act to improve the treatment of women through the establishment and payment of working spouse's benefits.|102|House|NORMAN LENT(R) |Referred to the Subcommittee on Social Security.|1991-01-23|NA
To amend title II of the Social Security Act to restore and protect the benefit levels of workers reaching age 65 in or after 1982 (and their widows and widowers) by eliminating the "notch" between those levels and the corresponding benefit levels of persons who reached age 65 before 1982.|102|House|ROBERT ROE(D) |Referred to the Subcommittee on Social Security.|1991-01-23|NA
To amend title II of the Social Security Act to provide full benefits for disabled widows and widowers without regard to age (and without regard to any previous reduction in their benefits).|102|House|MARY OAKAR(D) |Referred to the Subcommittee on Social Security.|1991-01-23|NA
Domestic Violence Prevention Act of 1991|102|Senate|DANIEL COATS(R) |Read twice and referred to the Committee on Judiciary.|1991-01-15|NA
Unborn Children's Civil Rights Act|102|Senate|JESSE HELMS(R) |Read twice and referred to the Committee on Governmental Affairs.|1991-01-14|NA
A bill to provide criminal penalties for the mailing of unsolicited sexually oriented advertisements, and for other purposes.|102|Senate|JAMES THURMOND(R) |Read twice and referred to the Committee on Judiciary.|1991-01-14|NA
A bill to grant a Federal charter to the National Association of Women Veterans, Inc.|102|Senate|JAMES THURMOND(R) |Read twice and referred to the Committee on Judiciary.|1991-01-14|NA
A joint resolution to express the sense of the Congress regarding the removal of offensive sexual material from television broadcasting.|102|Senate|JAMES THURMOND(R) |Read twice and referred to the Committee on Commerce.|1991-01-14|NA
